ID_рейса,Дата,Регион_отправления,Регион_назначения,Тип_груза,Вид_транспорта,Перевозчик,Вес_тонн,Расстояние_км,Стоимость_тенге
HYR-20258996,2025-02-10 08:17,Порт Баку (Азербайджан),Жанаозен,Оборудование опреснения воды,Морской фрахт,KazMano-Trans LLC,56.2,540,1055100.0
HYR-20258997,2025-07-19 10:21,Порт Роттердам (Нидерланды),ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Морской фрахт,Svevind Global Transport,63.06,3683,7822400.0
HYR-20258998,2025-10-26 01:43,ВИЭ-Кластер Абай (Мангистау),Жанаозен,Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),Mangystau Cargo Express,29.52,289,345700.0
HYR-20258999,2025-11-25 06:14,Порт Роттердам (Нидерланды),Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,56.43,3646,6261200.0
HYR-20259000,2025-12-21 15:48,Порт Актау,ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Caspian Sea Logistics,25.14,318,264000.0
HYR-20259001,2025-09-08 21:57,Атырау (Нефтемаш),Астана (Логистический хаб),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),KazMano-Trans LLC,14.56,1998,875400.0
HYR-20259002,2025-01-04 06:14,Астана (Логистический хаб),Порт Баку (Азербайджан),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),Mangystau Cargo Express,21.6,679,448900.0
HYR-20259003,2025-05-16 19:03,Порт Актау,Жанаозен,Солнечные панели и инверторы,Автотранспорт (Трал),Svevind Global Transport,23.11,426,540800.0
HYR-20259004,2025-05-05 16:39,Порт Баку (Азербайджан),ВИЭ-Кластер Рахым (Мангистау),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,SilkWay Heavy Haulage,42.84,624,1102000.0
HYR-20259005,2025-12-09 22:57,Порт Баку (Азербайджан),Атырау (Нефтемаш),Солнечные панели и инверторы,Морской фрахт,SilkWay Heavy Haulage,52.77,614,1562500.0
HYR-20259006,2025-12-25 13:04,Промзона Курык (Hyrasia HQ),ВИЭ-Кластер Рахым (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Ж/Д транспорт,KazMano-Trans LLC,17.31,437,366300.0
HYR-20259007,2025-02-20 05:56,Порт Баку (Азербайджан),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Автотранспорт (Трал),Caspian Sea Logistics,10.29,4478,2396600.0
HYR-20259008,2025-06-30 12:05,ВИЭ-Кластер Рахым (Мангистау),ВИЭ-Кластер Абай (Мангистау),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),Mangystau Cargo Express,18.3,382,227800.0
HYR-20259009,2025-06-20 15:02,Жанаозен,ВИЭ-Кластер Рахым (Мангистау),Спецтехника и металлоконструкции,Ж/Д транспорт,Kuryk Port Logistics,22.79,194,190700.0
HYR-20259010,2025-01-23 08:15,Порт Баку (Азербайджан),Астана (Логистический хаб),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Caspian Sea Logistics,21.79,539,446800.0
HYR-20259011,2025-07-14 07:39,Атырау (Нефтемаш),Порт Баку (Азербайджан),Модули электролизеров (Водород),Морской фрахт,KazMano-Trans LLC,18.2,445,354000.0
HYR-20259012,2025-10-31 00:54,Порт Актау,Жанаозен,Солнечные панели и инверторы,Ж/Д транспорт,KazMano-Trans LLC,32.96,150,189400.0
HYR-20259013,2025-09-30 14:24,Порт Актау,Жанаозен,Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Mangystau Cargo Express,56.36,238,464000.0
HYR-20259014,2025-08-25 16:22,Порт Актау,Жанаозен,Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),SilkWay Heavy Haulage,11.02,267,137800.0
HYR-20259015,2025-02-13 15:01,Атырау (Нефтемаш),Порт Актау,Спецтехника и металлоконструкции,Морской фрахт,SilkWay Heavy Haulage,56.72,341,757900.0
HYR-20259016,2025-12-21 13:19,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Mangystau Cargo Express,34.82,3581,6531900.0
HYR-20259017,2025-01-09 11:24,Жанаозен,Атырау (Нефтемаш),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Caspian Sea Logistics,44.63,183,274900.0
HYR-20259018,2025-06-21 03:44,Порт Баку (Азербайджан),ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Автотранспорт (Трал),Mangystau Cargo Express,53.92,457,1118200.0
HYR-20259019,2025-01-24 07:53,Астана (Логистический хаб),Порт Баку (Азербайджан),Оборудование опреснения воды,Морской фрахт,Kuryk Port Logistics,23.26,541,614800.0
HYR-20259020,2025-05-25 15:00,Порт Баку (Азербайджан),Жанаозен,Оборудование опреснения воды,Автотранспорт (Трал),SilkWay Heavy Haulage,62.25,740,1465900.0
HYR-20259021,2025-03-21 21:44,Порт Актау,Порт Роттердам (Нидерланды),Модули электролизеров (Водород),Морской фрахт,Caspian Sea Logistics,10.02,3926,2068500.0
HYR-20259022,2025-12-09 00:12,Порт Баку (Азербайджан),ВИЭ-Кластер Абай (Мангистау),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),Svevind Global Transport,36.66,424,604700.0
HYR-20259023,2025-02-07 01:25,Атырау (Нефтемаш),Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Caspian Sea Logistics,20.29,501,558300.0
HYR-20259024,2025-06-03 03:11,ВИЭ-Кластер Рахым (Мангистау),ВИЭ-Кластер Абай (Мангистау),Модули электролизеров (Водород),Морской фрахт,SilkWay Heavy Haulage,29.48,182,170200.0
HYR-20259025,2025-12-08 20:34,Порт Баку (Азербайджан),Астана (Логистический хаб),Оборудование опреснения воды,Автотранспорт (Контейнеровоз),KazMano-Trans LLC,31.93,473,723700.0
HYR-20259026,2025-10-20 15:16,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Ж/Д транспорт,Caspian Sea Logistics,59.87,3913,7969400.0
HYR-20259027,2025-11-30 05:51,Жанаозен,ВИЭ-Кластер Абай (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),Caspian Sea Logistics,31.49,83,104700.0
HYR-20259028,2025-05-24 17:31,Порт Актау,Порт Баку (Азербайджан),Солнечные панели и инверторы,Морской фрахт,KazMano-Trans LLC,46.88,792,1525300.0
HYR-20259029,2025-03-14 00:20,Промзона Курык (Hyrasia HQ),Порт Актау,Компоненты ветротурбин (Лопасти/Башни),Ж/Д транспорт,SilkWay Heavy Haulage,62.11,387,965200.0
HYR-20259030,2025-09-07 11:01,ВИЭ-Кластер Рахым (Мангистау),Промзона Курык (Hyrasia HQ),Зеленый аммиак (ЖД цистерны),Морской фрахт,Svevind Global Transport,34.67,280,373200.0
HYR-20259031,2025-10-03 11:21,ВИЭ-Кластер Абай (Мангистау),Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Ж/Д транспорт,Svevind Global Transport,29.5,121,251000.0
HYR-20259032,2025-02-17 09:27,Порт Баку (Азербайджан),Атырау (Нефтемаш),Модули электролизеров (Водород),Ж/Д транспорт,Mangystau Cargo Express,63.38,794,2541200.0
HYR-20259033,2025-05-07 19:51,Порт Баку (Азербайджан),Порт Актау,Модули электролизеров (Водород),Автотранспорт (Трал),Svevind Global Transport,54.66,757,2024100.0
HYR-20259034,2025-04-19 12:30,Жанаозен,ВИЭ-Кластер Абай (Мангистау),Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),Svevind Global Transport,61.39,105,271200.0
HYR-20259035,2025-04-17 15:20,Жанаозен,Порт Актау,Спецтехника и металлоконструкции,Ж/Д транспорт,Caspian Sea Logistics,28.83,317,453300.0
HYR-20259036,2025-12-20 21:47,Порт Актау,ВИЭ-Кластер Рахым (Мангистау),Оборудование опреснения воды,Ж/Д транспорт,Mangystau Cargo Express,46.78,126,264300.0
HYR-20259037,2025-07-21 10:02,Промзона Курык (Hyrasia HQ),Порт Роттердам (Нидерланды),Спецтехника и металлоконструкции,Ж/Д транспорт,Svevind Global Transport,19.98,4415,2977700.0
HYR-20259038,2025-10-02 09:35,Промзона Курык (Hyrasia HQ),ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Автотранспорт (Трал),Caspian Sea Logistics,56.95,404,1153700.0
HYR-20259039,2025-05-06 19:02,Атырау (Нефтемаш),Порт Баку (Азербайджан),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),Mangystau Cargo Express,60.98,745,2268100.0
